DistinguishedName,Enabled,GivenName,Name,ObjectClass,ObjectGUID,SamAccountName,SID,Surname,UserPrincipalName
"CN=Donald Duck,OU=Alsid,DC=alsid,DC=corp",TRUE,Donald,Donald Duck,user,7f642bbf-a57b-453d-8217-824a3794fa75,donald.duck,S-1-5-21-3286942722-1835917726-286516016-1204,Duck,donald.duck@ad.vulndomain.corp
"CN=Glenn Brackett,OU=Alsid,DC=alsid,DC=corp",TRUE,Glenn,Glenn Brackett,user,8c763a0c-450d-4dd2-87f6-74a50f6ca6ab,glenn.brackett,S-1-5-21-3286942722-1835917726-286516016-1205,Brackett,glenn.brackett@ad.vulndomain.corp
"CN=Damion Battle,OU=Alsid,DC=alsid,DC=corp",TRUE,Damion,Damion Battle,user,c6b82350-0bc0-4c6c-9c7d-34c8d3128789,damion.battle,S-1-5-21-3286942722-1835917726-286516016-1206,Battle,damion.battle@ad.vulndomain.corp
"CN=Bradford Arredondo,OU=Alsid,DC=alsid,DC=corp",TRUE,Bradford,Bradford Arredondo,user,d1bdb1c3-1410-45ad-99ec-2a641dd66e00,bradford.arredondo,S-1-5-21-3286942722-1835917726-286516016-1207,Arredondo,bradford.arredondo@ad.vulndomain.corp
"CN=Kirby Cardwell,OU=Alsid,DC=alsid,DC=corp",TRUE,Kirby,Kirby Cardwell,user,e266a8d7-f8fa-4562-ad7c-b1898d2a3676,kirby.cardwell,S-1-5-21-3286942722-1835917726-286516016-1208,Cardwell,kirby.cardwell@ad.vulndomain.corp
"CN=Kris Carlos,OU=Alsid,DC=alsid,DC=corp",TRUE,Kris,Kris Carlos,user,de47fd30-4cc0-480d-b6b4-c4b929524071,kris.carlos,S-1-5-21-3286942722-1835917726-286516016-1209,Carlos,kris.carlos@ad.vulndomain.corp
"CN=Al Adam,OU=Alsid,DC=alsid,DC=corp",TRUE,Al,Al Adam,user,ac063ac6-9c52-44a6-af74-9df0072c7543,al.adam,S-1-5-21-3286942722-1835917726-286516016-1210,Adam,al.adam@ad.vulndomain.corp
"CN=Guadalupe Brandt,OU=Alsid,DC=alsid,DC=corp",TRUE,Guadalupe,Guadalupe Brandt,user,784e49bd-c404-4d24-ba7c-270600dffba5,guadalupe.brandt,S-1-5-21-3286942722-1835917726-286516016-1211,Brandt,guadalupe.brandt@ad.vulndomain.corp
"CN=Blake Arevalo,OU=Alsid,DC=alsid,DC=corp",TRUE,Blake,Blake Arevalo,user,264eee90-ee42-4272-8373-425794b89ca7,blake.arevalo,S-1-5-21-3286942722-1835917726-286516016-1212,Arevalo,blake.arevalo@ad.vulndomain.corp
"CN=Danial Baughman,OU=Alsid,DC=alsid,DC=corp",TRUE,Danial,Danial Baughman,user,17fc5c3f-1fc9-4973-af00-23e4c3ba4f34,danial.baughman,S-1-5-21-3286942722-1835917726-286516016-1213,Baughman,danial.baughman@ad.vulndomain.corp
"CN=Carrol Bacon,OU=Alsid,DC=alsid,DC=corp",TRUE,Carrol,Carrol Bacon,user,70891caa-1a9e-4d28-9b0e-cf3e991e20d7,carrol.bacon,S-1-5-21-3286942722-1835917726-286516016-1214,Bacon,carrol.bacon@ad.vulndomain.corp
"CN=Jordon Cady,OU=Alsid,DC=alsid,DC=corp",TRUE,Jordon,Jordon Cady,user,794d40d8-3b06-4985-bdce-8176e3090f16,jordon.cady,S-1-5-21-3286942722-1835917726-286516016-1215,Cady,jordon.cady@ad.vulndomain.corp
"CN=Arturo Amato,OU=Alsid,DC=alsid,DC=corp",TRUE,Arturo,Arturo Amato,user,f4e2404b-3377-40d3-9b2b-9f3b112a20d5,arturo.amato,S-1-5-21-3286942722-1835917726-286516016-1216,Amato,arturo.amato@ad.vulndomain.corp
"CN=Elvis Blackman,OU=Alsid,DC=alsid,DC=corp",TRUE,Elvis,Elvis Blackman,user,3414b534-3654-4661-b0a9-f1be482a1e0b,elvis.blackman,S-1-5-21-3286942722-1835917726-286516016-1217,Blackman,elvis.blackman@ad.vulndomain.corp
"CN=Jessie Burton,OU=Alsid,DC=alsid,DC=corp",TRUE,Jessie,Jessie Burton,user,11b3b8d1-ce58-46b8-a6b1-dd2a686036f0,jessie.burton,S-1-5-21-3286942722-1835917726-286516016-1218,Burton,jessie.burton@ad.vulndomain.corp
"CN=Audrey Horne,OU=Alsid,DC=alsid,DC=corp",TRUE,Audrey,Audrey Horne,user,28fca251-d322-4c80-ab51-2adbf70bf7ae,audrey.horne,S-1-5-21-3286942722-1835917726-286516016-1219,Horne,audrey.horne@ad.vulndomain.corp
"CN=Kenton Caraballo,OU=Alsid,DC=alsid,DC=corp",TRUE,Kenton,Kenton Caraballo,user,1c3c1a2d-7e33-46e4-ad51-4be14ac336a1,kenton.caraballo,S-1-5-21-3286942722-1835917726-286516016-1220,Caraballo,kenton.caraballo@ad.vulndomain.corp
"CN=Manuel Calavera,OU=Alsid,DC=alsid,DC=corp",TRUE,Manuel,Manuel Calavera,user,967c909b-0e3c-4cb1-947d-367c707c0181,manuel.calavera,S-1-5-21-3286942722-1835917726-286516016-1221,Calavera,manuel.calavera@ad.vulndomain.corp
"CN=Johnathon Bynum,OU=Alsid,DC=alsid,DC=corp",TRUE,Johnathon,Johnathon Bynum,user,e4bbdaf3-1452-4d38-9c28-f30f28a77788,johnathon.bynum,S-1-5-21-3286942722-1835917726-286516016-1222,Bynum,johnathon.bynum@ad.vulndomain.corp
"CN=Hannibal Lecter,OU=Alsid,DC=alsid,DC=corp",TRUE,Hannibal,Hannibal Lecter,user,c8551b44-dcae-462e-a2fd-9c3debe93780,hannibal.lecter,S-1-5-21-3286942722-1835917726-286516016-1223,Lecter,hannibal.lecter@ad.vulndomain.corp
"CN=Mathew Choi,OU=Alsid,DC=alsid,DC=corp",TRUE,Mathew,Mathew Choi,user,5e128125-1609-4a87-a27a-8050bf9a14ac,mathew.choi,S-1-5-21-3286942722-1835917726-286516016-1224,Choi,mathew.choi@ad.vulndomain.corp
"CN=Isidro Bruno,OU=Alsid,DC=alsid,DC=corp",TRUE,Isidro,Isidro Bruno,user,8376087e-d34e-4f49-b00b-4a537291f87e,isidro.bruno,S-1-5-21-3286942722-1835917726-286516016-1225,Bruno,isidro.bruno@ad.vulndomain.corp
"CN=Benito Angulo,OU=Alsid,DC=alsid,DC=corp",TRUE,Benito,Benito Angulo,user,34c26dbc-a81b-47ec-badb-bf69cb0403e4,benito.angulo,S-1-5-21-3286942722-1835917726-286516016-1226,Angulo,benito.angulo@ad.vulndomain.corp
"CN=Abe Abel,OU=Alsid,DC=alsid,DC=corp",TRUE,Abe,Abe Abel,user,5ffb2543-d972-4122-97ff-dbeec2636784,abe.abel,S-1-5-21-3286942722-1835917726-286516016-1227,Abel,abe.abel@ad.vulndomain.corp
"CN=Jeremiah Burnette,OU=Alsid,DC=alsid,DC=corp",TRUE,Jeremiah,Jeremiah Burnette,user,d41a85b2-55be-4c3f-882b-274089e7c20a,jeremiah.burnette,S-1-5-21-3286942722-1835917726-286516016-1228,Burnette,jeremiah.burnette@ad.vulndomain.corp
"CN=Lester Castellano,OU=Alsid,DC=alsid,DC=corp",TRUE,Lester,Lester Castellano,user,6dc60c92-ee2e-4a54-9d0b-5f7d97c90e29,lester.castellano,S-1-5-21-3286942722-1835917726-286516016-1229,Castellano,lester.castellano@ad.vulndomain.corp
"CN=Lino Caswell,OU=Alsid,DC=alsid,DC=corp",TRUE,Lino,Lino Caswell,user,df6299ca-8401-4197-b9eb-db72bc732a7b,lino.caswell,S-1-5-21-3286942722-1835917726-286516016-1230,Caswell,lino.caswell@ad.vulndomain.corp
"CN=Barney Anderson,OU=Alsid,DC=alsid,DC=corp",TRUE,Barney,Barney Anderson,user,9b95e3c1-3447-42ee-99f2-cbe52349a058,barney.anderson,S-1-5-21-3286942722-1835917726-286516016-1231,Anderson,barney.anderson@ad.vulndomain.corp
"CN=Darius Bayne,OU=Alsid,DC=alsid,DC=corp",TRUE,Darius,Darius Bayne,user,6d412ad5-afe8-4551-8a09-57f7d083a299,darius.bayne,S-1-5-21-3286942722-1835917726-286516016-1232,Bayne,darius.bayne@ad.vulndomain.corp
"CN=Bryant Atherton,OU=Alsid,DC=alsid,DC=corp",TRUE,Bryant,Bryant Atherton,user,02030de1-7383-4535-b1b2-8f00ef1015c7,bryant.atherton,S-1-5-21-3286942722-1835917726-286516016-1233,Atherton,bryant.atherton@ad.vulndomain.corp
"CN=Chester Banda,OU=Alsid,DC=alsid,DC=corp",TRUE,Chester,Chester Banda,user,0578a791-cdaf-4c41-b7f5-e44abee2e86f,chester.banda,S-1-5-21-3286942722-1835917726-286516016-1234,Banda,chester.banda@ad.vulndomain.corp
"CN=Clyde Barney,OU=Alsid,DC=alsid,DC=corp",TRUE,Clyde,Clyde Barney,user,ab1833d4-253d-4b73-afa7-8f94d583c266,clyde.barney,S-1-5-21-3286942722-1835917726-286516016-1235,Barney,clyde.barney@ad.vulndomain.corp
"CN=Greg Branch,OU=Alsid,DC=alsid,DC=corp",TRUE,Greg,Greg Branch,user,3792593c-141a-4022-8a78-15f4be90609d,greg.branch,S-1-5-21-3286942722-1835917726-286516016-1236,Branch,greg.branch@ad.vulndomain.corp
"CN=Andres Alderman,OU=Alsid,DC=alsid,DC=corp",TRUE,Andres,Andres Alderman,user,ed9ad9c5-9da4-41df-a5a0-037ddcacf46e,andres.alderman,S-1-5-21-3286942722-1835917726-286516016-1237,Alderman,andres.alderman@ad.vulndomain.corp
"CN=Luigi Chamberlin,OU=Alsid,DC=alsid,DC=corp",TRUE,Luigi,Luigi Chamberlin,user,bb554619-8ca1-468e-b82f-913d31a7dba0,luigi.chamberlin,S-1-5-21-3286942722-1835917726-286516016-1238,Chamberlin,luigi.chamberlin@ad.vulndomain.corp
"CN=Cordell Barrow,OU=Alsid,DC=alsid,DC=corp",TRUE,Cordell,Cordell Barrow,user,54af7db8-7945-478a-b560-388c6ef0eda7,cordell.barrow,S-1-5-21-3286942722-1835917726-286516016-1239,Barrow,cordell.barrow@ad.vulndomain.corp
"CN=Daren Baxter,OU=Alsid,DC=alsid,DC=corp",TRUE,Daren,Daren Baxter,user,4f9294db-5975-4b2e-bb63-8a99e42f71e7,daren.baxter,S-1-5-21-3286942722-1835917726-286516016-1240,Baxter,daren.baxter@ad.vulndomain.corp
"CN=Jarvis Burden,OU=Alsid,DC=alsid,DC=corp",TRUE,Jarvis,Jarvis Burden,user,88eabd82-297e-4c4f-8e1c-7da2d8c3b144,jarvis.burden,S-1-5-21-3286942722-1835917726-286516016-1241,Burden,jarvis.burden@ad.vulndomain.corp
"CN=Carlos Babcock,OU=Alsid,DC=alsid,DC=corp",TRUE,Carlos,Carlos Babcock,user,c9eb9db7-2a6a-42cf-bd36-f29d34b694cd,carlos.babcock,S-1-5-21-3286942722-1835917726-286516016-1242,Babcock,carlos.babcock@ad.vulndomain.corp
"CN=Jackson Buckingham,OU=Alsid,DC=alsid,DC=corp",TRUE,Jackson,Jackson Buckingham,user,a7a6ac0e-02b4-4492-b7d8-10acafbca470,jackson.buckingham,S-1-5-21-3286942722-1835917726-286516016-1243,Buckingham,jackson.buckingham@ad.vulndomain.corp
"CN=Garth Bourne,OU=Alsid,DC=alsid,DC=corp",TRUE,Garth,Garth Bourne,user,785b882b-a75c-4d22-bdfe-61652a322e2a,garth.bourne,S-1-5-21-3286942722-1835917726-286516016-1244,Bourne,garth.bourne@ad.vulndomain.corp
"CN=Michal Cisneros,OU=Alsid,DC=alsid,DC=corp",TRUE,Michal,Michal Cisneros,user,ba9edc71-58d8-439a-bbe0-c57c815401ab,michal.cisneros,S-1-5-21-3286942722-1835917726-286516016-1245,Cisneros,michal.cisneros@ad.vulndomain.corp
"CN=Colby Barnhill,OU=Alsid,DC=alsid,DC=corp",TRUE,Colby,Colby Barnhill,user,1b693c12-bf6d-4901-9b3d-17fef1025eda,colby.barnhill,S-1-5-21-3286942722-1835917726-286516016-1246,Barnhill,colby.barnhill@ad.vulndomain.corp
"CN=Luke Champagne,OU=Alsid,DC=alsid,DC=corp",TRUE,Luke,Luke Champagne,user,e8f745e9-bd80-47ec-a5ba-165155c7d79c,luke.champagne,S-1-5-21-3286942722-1835917726-286516016-1247,Champagne,luke.champagne@ad.vulndomain.corp
"CN=Dustin Bernal,OU=Alsid,DC=alsid,DC=corp",TRUE,Dustin,Dustin Bernal,user,0695c851-807a-4aa3-a573-d8eb1234f119,dustin.bernal,S-1-5-21-3286942722-1835917726-286516016-1248,Bernal,dustin.bernal@ad.vulndomain.corp
"CN=Jamaal Bui,OU=Alsid,DC=alsid,DC=corp",TRUE,Jamaal,Jamaal Bui,user,077360c7-e8ba-4d3f-a127-6e8e0f170d66,jamaal.bui,S-1-5-21-3286942722-1835917726-286516016-1249,Bui,jamaal.bui@ad.vulndomain.corp
"CN=Israel Brunson,OU=Alsid,DC=alsid,DC=corp",TRUE,Israel,Israel Brunson,user,34d00909-54a2-4dd2-8432-770d12675dcf,israel.brunson,S-1-5-21-3286942722-1835917726-286516016-1250,Brunson,israel.brunson@ad.vulndomain.corp
"CN=Hayden Brenner,OU=Alsid,DC=alsid,DC=corp",TRUE,Hayden,Hayden Brenner,user,57822e90-6261-42a2-b64a-71f6654f6f27,hayden.brenner,S-1-5-21-3286942722-1835917726-286516016-1251,Brenner,hayden.brenner@ad.vulndomain.corp
"CN=Chad Baines,OU=Alsid,DC=alsid,DC=corp",TRUE,Chad,Chad Baines,user,d0240a6f-1c57-4876-874a-075f457545bc,chad.baines,S-1-5-21-3286942722-1835917726-286516016-1252,Baines,chad.baines@ad.vulndomain.corp
"CN=Emilio Blake,OU=Alsid,DC=alsid,DC=corp",TRUE,Emilio,Emilio Blake,user,651536a4-be43-47f6-8e8d-796c745f23fd,emilio.blake,S-1-5-21-3286942722-1835917726-286516016-1253,Blake,emilio.blake@ad.vulndomain.corp
"CN=Brice Ashford,OU=Alsid,DC=alsid,DC=corp",TRUE,Brice,Brice Ashford,user,9f434d60-f736-46da-b8a2-6a51a001cc1d,brice.ashford,S-1-5-21-3286942722-1835917726-286516016-1254,Ashford,brice.ashford@ad.vulndomain.corp
"CN=Hilton Brinson,OU=Alsid,DC=alsid,DC=corp",TRUE,Hilton,Hilton Brinson,user,18e0bfe1-ef94-420e-8955-534a5d59bb86,hilton.brinson,S-1-5-21-3286942722-1835917726-286516016-1255,Brinson,hilton.brinson@ad.vulndomain.corp
"CN=Graig Bradshaw,OU=Alsid,DC=alsid,DC=corp",TRUE,Graig,Graig Bradshaw,user,80d91e5d-ca21-46a7-9267-c83e169878dc,graig.bradshaw,S-1-5-21-3286942722-1835917726-286516016-1256,Bradshaw,graig.bradshaw@ad.vulndomain.corp
"CN=Ellis Bird,OU=Alsid,DC=alsid,DC=corp",TRUE,Ellis,Ellis Bird,user,ef8c3685-01cf-46d5-b710-7d59cdedb6b2,ellis.bird,S-1-5-21-3286942722-1835917726-286516016-1257,Bird,ellis.bird@ad.vulndomain.corp
"CN=Loren Cavanaugh,OU=Alsid,DC=alsid,DC=corp",TRUE,Loren,Loren Cavanaugh,user,8fa0abf4-15d7-4529-8bb7-e607b7f42ccb,loren.cavanaugh,S-1-5-21-3286942722-1835917726-286516016-1258,Cavanaugh,loren.cavanaugh@ad.vulndomain.corp
"CN=Leonard Casillas,OU=Alsid,DC=alsid,DC=corp",TRUE,Leonard,Leonard Casillas,user,caa45ccf-7932-48f0-8e49-297fc06aeb9b,leonard.casillas,S-1-5-21-3286942722-1835917726-286516016-1259,Casillas,leonard.casillas@ad.vulndomain.corp
"CN=Coy Bartley,OU=Alsid,DC=alsid,DC=corp",TRUE,Coy,Coy Bartley,user,70404de7-dfa2-46ab-a144-69f84a4773ab,coy.bartley,S-1-5-21-3286942722-1835917726-286516016-1260,Bartley,coy.bartley@ad.vulndomain.corp
"CN=Charles Balderas,OU=Alsid,DC=alsid,DC=corp",TRUE,Charles,Charles Balderas,user,3ec703e7-9280-4cb1-b016-43fd67724d8b,charles.balderas,S-1-5-21-3286942722-1835917726-286516016-1261,Balderas,charles.balderas@ad.vulndomain.corp
"CN=Carmelo Baca,OU=Alsid,DC=alsid,DC=corp",TRUE,Carmelo,Carmelo Baca,user,ed4d7169-aa40-4ed6-aefe-8676dee483ea,carmelo.baca,S-1-5-21-3286942722-1835917726-286516016-1262,Baca,carmelo.baca@ad.vulndomain.corp
"CN=Lon Catron,OU=Alsid,DC=alsid,DC=corp",TRUE,Lon,Lon Catron,user,0f4f0d69-9280-4102-ad14-956d720a7c4d,lon.catron,S-1-5-21-3286942722-1835917726-286516016-1263,Catron,lon.catron@ad.vulndomain.corp
"CN=Dallas Batiste,OU=Alsid,DC=alsid,DC=corp",TRUE,Dallas,Dallas Batiste,user,92418c9c-5b88-4ad9-9d98-de85f7fde09e,dallas.batiste,S-1-5-21-3286942722-1835917726-286516016-1264,Batiste,dallas.batiste@ad.vulndomain.corp
"CN=Huey Bronson,OU=Alsid,DC=alsid,DC=corp",TRUE,Huey,Huey Bronson,user,67f12b38-9704-4379-9795-5d567a52686b,huey.bronson,S-1-5-21-3286942722-1835917726-286516016-1265,Bronson,huey.bronson@ad.vulndomain.corp
"CN=Geraldo Bowling,OU=Alsid,DC=alsid,DC=corp",TRUE,Geraldo,Geraldo Bowling,user,dfaedade-bf22-4a16-8f30-90805a01f89f,geraldo.bowling,S-1-5-21-3286942722-1835917726-286516016-1266,Bowling,geraldo.bowling@ad.vulndomain.corp
"CN=Truman Burbank,OU=Alsid,DC=alsid,DC=corp",TRUE,Truman,Truman Burbank,user,e0fff741-8faf-4032-abc6-0f74bcd32ee1,truman.burbank,S-1-5-21-3286942722-1835917726-286516016-1267,Burbank,truman.burbank@ad.vulndomain.corp
"CN=Claudio Barela,OU=Alsid,DC=alsid,DC=corp",TRUE,Claudio,Claudio Barela,user,8e3e90e8-4aa8-423a-bcd5-70559b2a2d02,claudio.barela,S-1-5-21-3286942722-1835917726-286516016-1268,Barela,claudio.barela@ad.vulndomain.corp
"CN=Withnail Grant,OU=Alsid,DC=alsid,DC=corp",TRUE,Withnail,Withnail Grant,user,e0964d06-f335-4f38-b4f3-5cd312cc4dca,withnail.grant,S-1-5-21-3286942722-1835917726-286516016-1269,Grant,withnail.grant@ad.vulndomain.corp
"CN=Anton Alicea,OU=Alsid,DC=alsid,DC=corp",TRUE,Anton,Anton Alicea,user,477acce9-da12-4a53-a2e3-fc1894a196cf,anton.alicea,S-1-5-21-3286942722-1835917726-286516016-1270,Alicea,anton.alicea@ad.vulndomain.corp
"CN=Gene Bowers,OU=Alsid,DC=alsid,DC=corp",TRUE,Gene,Gene Bowers,user,8a8934d3-0bd6-4a58-90dd-bf1c35e85fed,gene.bowers,S-1-5-21-3286942722-1835917726-286516016-1271,Bowers,gene.bowers@ad.vulndomain.corp
"CN=Mark Cheung,OU=Alsid,DC=alsid,DC=corp",TRUE,Mark,Mark Cheung,user,6425e7c5-bc85-4af3-923a-e8edeea0e570,mark.cheung,S-1-5-21-3286942722-1835917726-286516016-1272,Cheung,mark.cheung@ad.vulndomain.corp
"CN=Leonardo Caskey,OU=Alsid,DC=alsid,DC=corp",TRUE,Leonardo,Leonardo Caskey,user,07b1faa9-4898-479e-bdf4-a71df1db4d09,leonardo.caskey,S-1-5-21-3286942722-1835917726-286516016-1273,Caskey,leonardo.caskey@ad.vulndomain.corp
"CN=Adam Abrams,OU=Alsid,DC=alsid,DC=corp",TRUE,Adam,Adam Abrams,user,51ee2c6b-3377-4184-86f4-63632057821f,adam.abrams,S-1-5-21-3286942722-1835917726-286516016-1274,Abrams,adam.abrams@ad.vulndomain.corp
"CN=Franklin Boothe,OU=Alsid,DC=alsid,DC=corp",TRUE,Franklin,Franklin Boothe,user,a1dc6359-f2e4-4f83-92df-a28a32daeef5,franklin.boothe,S-1-5-21-3286942722-1835917726-286516016-1275,Boothe,franklin.boothe@ad.vulndomain.corp
"CN=Danny Baumgartner,OU=Alsid,DC=alsid,DC=corp",TRUE,Danny,Danny Baumgartner,user,57497119-6315-4977-92ff-0189f4bbddde,danny.baumgartner,S-1-5-21-3286942722-1835917726-286516016-1276,Baumgartner,danny.baumgartner@ad.vulndomain.corp
"CN=Billy Archie,OU=Alsid,DC=alsid,DC=corp",TRUE,Billy,Billy Archie,user,218958f6-c471-4159-9a6a-8f3159efd26a,billy.archie,S-1-5-21-3286942722-1835917726-286516016-1277,Archie,billy.archie@ad.vulndomain.corp
"CN=Ariel Almanza,OU=Alsid,DC=alsid,DC=corp",TRUE,Ariel,Ariel Almanza,user,58399181-b846-4535-9106-d2f84e6e038d,ariel.almanza,S-1-5-21-3286942722-1835917726-286516016-1278,Almanza,ariel.almanza@ad.vulndomain.corp
"CN=Glen Bozeman,OU=Alsid,DC=alsid,DC=corp",TRUE,Glen,Glen Bozeman,user,5c2775bd-9a74-46e6-afb4-813821396b41,glen.bozeman,S-1-5-21-3286942722-1835917726-286516016-1279,Bozeman,glen.bozeman@ad.vulndomain.corp
"CN=Alberto Adamson,OU=Alsid,DC=alsid,DC=corp",TRUE,Alberto,Alberto Adamson,user,6d89b959-55fe-480a-97d8-889d4c37264a,alberto.adamson,S-1-5-21-3286942722-1835917726-286516016-1280,Adamson,alberto.adamson@ad.vulndomain.corp
"CN=Lucien Chaffin,OU=Alsid,DC=alsid,DC=corp",TRUE,Lucien,Lucien Chaffin,user,a6d7406f-0988-40e2-8a22-fb344ad2bad6,lucien.chaffin,S-1-5-21-3286942722-1835917726-286516016-1281,Chaffin,lucien.chaffin@ad.vulndomain.corp
"CN=Abel Abell,OU=Alsid,DC=alsid,DC=corp",TRUE,Abel,Abel Abell,user,841536c7-209e-4467-9100-dee7eca04cc6,abel.abell,S-1-5-21-3286942722-1835917726-286516016-1282,Abell,abel.abell@ad.vulndomain.corp
"CN=Lewis Castillo,OU=Alsid,DC=alsid,DC=corp",TRUE,Lewis,Lewis Castillo,user,1ecf6f67-709d-4b12-9901-ed5dd1f1a477,lewis.castillo,S-1-5-21-3286942722-1835917726-286516016-1283,Castillo,lewis.castillo@ad.vulndomain.corp
"CN=Dr Strangelove,OU=Alsid,DC=alsid,DC=corp",TRUE,Dr,Dr Strangelove,user,87af2029-de6a-4d83-b553-ab4bd58ad1c4,dr.strangelove,S-1-5-21-3286942722-1835917726-286516016-1284,Strangelove,dr.strangelove@ad.vulndomain.corp
"CN=Carlo Babb,OU=Alsid,DC=alsid,DC=corp",TRUE,Carlo,Carlo Babb,user,277a921a-580b-4187-8d15-d52b63bb7db8,carlo.babb,S-1-5-21-3286942722-1835917726-286516016-1285,Babb,carlo.babb@ad.vulndomain.corp
"CN=Adolph Acker,OU=Alsid,DC=alsid,DC=corp",TRUE,Adolph,Adolph Acker,user,4601dc31-b5f9-4a8c-b967-ebf036b6d5fe,adolph.acker,S-1-5-21-3286942722-1835917726-286516016-1286,Acker,adolph.acker@ad.vulndomain.corp
"CN=Bud Atwood,OU=Alsid,DC=alsid,DC=corp",TRUE,Bud,Bud Atwood,user,4eb31743-28fa-431c-8b8f-1132c67d8773,bud.atwood,S-1-5-21-3286942722-1835917726-286516016-1287,Atwood,bud.atwood@ad.vulndomain.corp
"CN=Derek Becnel,OU=Alsid,DC=alsid,DC=corp",TRUE,Derek,Derek Becnel,user,fce71684-7131-45e7-b7df-17ec0583f34a,derek.becnel,S-1-5-21-3286942722-1835917726-286516016-1288,Becnel,derek.becnel@ad.vulndomain.corp
"CN=Antonia Allard,OU=Alsid,DC=alsid,DC=corp",TRUE,Antonia,Antonia Allard,user,32925d6d-be47-4622-a338-9db915211630,antonia.allard,S-1-5-21-3286942722-1835917726-286516016-1289,Allard,antonia.allard@ad.vulndomain.corp
"CN=Yosemite Sam,OU=Alsid,DC=alsid,DC=corp",TRUE,Yosemite,Yosemite Sam,user,d98b37a9-f40d-45f3-aa66-ab841f62cba9,yosemite.sam,S-1-5-21-3286942722-1835917726-286516016-1290,Sam,yosemite.sam@ad.vulndomain.corp
"CN=Elden Biggs,OU=Alsid,DC=alsid,DC=corp",TRUE,Elden,Elden Biggs,user,3f286a71-3495-455c-8047-30afd33a6c86,elden.biggs,S-1-5-21-3286942722-1835917726-286516016-1291,Biggs,elden.biggs@ad.vulndomain.corp
"CN=Carter Baer,OU=Alsid,DC=alsid,DC=corp",TRUE,Carter,Carter Baer,user,fb078190-5038-4a5d-9fe3-9eb40104384d,carter.baer,S-1-5-21-3286942722-1835917726-286516016-1292,Baer,carter.baer@ad.vulndomain.corp
"CN=Jeffrey Burkholder,OU=Alsid,DC=alsid,DC=corp",TRUE,Jeffrey,Jeffrey Burkholder,user,3d7448c6-6326-4c19-aa94-d9aa93aac0ce,jeffrey.burkholder,S-1-5-21-3286942722-1835917726-286516016-1293,Burkholder,jeffrey.burkholder@ad.vulndomain.corp
"CN=Marcelo Cheatham,OU=Alsid,DC=alsid,DC=corp",TRUE,Marcelo,Marcelo Cheatham,user,498b7830-84f9-4358-8dfb-06030f8c3ae9,marcelo.cheatham,S-1-5-21-3286942722-1835917726-286516016-1294,Cheatham,marcelo.cheatham@ad.vulndomain.corp
"CN=Lance Caro,OU=Alsid,DC=alsid,DC=corp",TRUE,Lance,Lance Caro,user,31c11d34-a532-47bb-a2c9-3f4aae13d880,lance.caro,S-1-5-21-3286942722-1835917726-286516016-1295,Caro,lance.caro@ad.vulndomain.corp
"CN=Bradly Arriaga,OU=Alsid,DC=alsid,DC=corp",TRUE,Bradly,Bradly Arriaga,user,931cda25-3a54-48f5-8608-823574d8a85a,bradly.arriaga,S-1-5-21-3286942722-1835917726-286516016-1296,Arriaga,bradly.arriaga@ad.vulndomain.corp
"CN=Michael Scott,OU=Alsid,DC=alsid,DC=corp",TRUE,Michael,Michael Scott,user,1e988dab-df2f-453e-8e53-6ae039501d69,michael.scott,S-1-5-21-3286942722-1835917726-286516016-1297,Scott,michael.scott@ad.vulndomain.corp
"CN=Kennith Cantwell,OU=Alsid,DC=alsid,DC=corp",TRUE,Kennith,Kennith Cantwell,user,9ca0ecdd-4ff4-49e8-8d66-404e3b3fbec7,kennith.cantwell,S-1-5-21-3286942722-1835917726-286516016-1298,Cantwell,kennith.cantwell@ad.vulndomain.corp
"CN=Fletcher Bollinger,OU=Alsid,DC=alsid,DC=corp",TRUE,Fletcher,Fletcher Bollinger,user,12483b4d-74af-44c1-8a3e-e7509eb3fc54,fletcher.bollinger,S-1-5-21-3286942722-1835917726-286516016-1299,Bollinger,fletcher.bollinger@ad.vulndomain.corp
"CN=Avery Andersen,OU=Alsid,DC=alsid,DC=corp",TRUE,Avery,Avery Andersen,user,bfbe7166-47a2-401a-94eb-adfe4aef11d8,avery.andersen,S-1-5-21-3286942722-1835917726-286516016-1300,Andersen,avery.andersen@ad.vulndomain.corp
"CN=Foster Bone,OU=Alsid,DC=alsid,DC=corp",TRUE,Foster,Foster Bone,user,74a36309-4ced-4a96-a0de-7b08e00ee31d,foster.bone,S-1-5-21-3286942722-1835917726-286516016-1301,Bone,foster.bone@ad.vulndomain.corp
"CN=Hunter Broussard,OU=Alsid,DC=alsid,DC=corp",TRUE,Hunter,Hunter Broussard,user,04a50bfb-6b3b-4c12-9db1-325a6b21fdbf,hunter.broussard,S-1-5-21-3286942722-1835917726-286516016-1302,Broussard,hunter.broussard@ad.vulndomain.corp
"CN=Edison Bethea,OU=Alsid,DC=alsid,DC=corp",TRUE,Edison,Edison Bethea,user,a09761ce-6e3d-4792-9aab-6a5d76b037c7,edison.bethea,S-1-5-21-3286942722-1835917726-286516016-1303,Bethea,edison.bethea@ad.vulndomain.corp
"CN=Cory Bartholomew,OU=Alsid,DC=alsid,DC=corp",TRUE,Cory,Cory Bartholomew,user,64e68d02-aa04-41c1-99cc-7e47d580fd11,cory.bartholomew,S-1-5-21-3286942722-1835917726-286516016-1304,Bartholomew,cory.bartholomew@ad.vulndomain.corp
